UserID,Video,Main_Category_list,Sub_Category_list
8,3,"['Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Plot Type', 'Plot Type', 'Life Sharing', 'Plot Type', 'Plot Type', 'Leisure and Comedy', 'Appearance', 'Life Sharing', 'Life Sharing']","['Home Life', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Art Creation', 'Travel', 'Vlog/Insights Sharing', 'Creative Editing/Dubbing', 'Fitness and Beauty', 'Creative Editing/Dubbing', 'Home Life', 'Short Skits', 'Film/Variety Editing', 'Vlog/Insights Sharing', 'Short Skits', 'Short Skits', 'Creative Editing/Dubbing', 'Music', 'Home Life', 'Home Life']"
8,4,"['Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Appearance', 'Leisure and Comedy', 'Leisure and Comedy', 'Games', 'Plot Type', 'Life Sharing', 'Leisure and Comedy', 'Appearance', 'Plot Type', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing']","['Art Creation', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Vlog/Insights Sharing', 'Creative Editing/Dubbing', 'Dance', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Games', 'Film/Variety Editing', 'Vlog/Insights Sharing', 'Creative Editing/Dubbing', 'Music', 'Film/Variety Editing', 'Vlog/Insights Sharing', 'Art Creation', 'Vlog/Insights Sharing', 'Fitness and Beauty', 'Fitness and Beauty', 'Fitness and Beauty']"
8,5,"['Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Appearance', 'Life Sharing', 'Celebrity Entertainment', 'Life Sharing', 'Plot Type', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing']","['Vlog/Insights Sharing', 'Creative Editing/Dubbing', 'Vlog/Insights Sharing', 'Art Creation', 'Creative Editing/Dubbing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Home Life', 'Vlog/Insights Sharing', 'Dance', 'Fitness and Beauty', 'Celebrity Entertainment', 'Vlog/Insights Sharing', 'Short Skits', 'Vlog/Insights Sharing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Vlog/Insights Sharing', 'Home Life']"
8,6,"['Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Others']","['Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Creative Editing/Dubbing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Home Life', 'Vlog/Insights Sharing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Creative Editing/Dubbing', 'Others']"
8,7,"['Others', 'Life Sharing', 'Life Sharing', 'Life Sharing', nan, 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Plot Type', 'Leisure and Comedy', nan, 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Others', 'Leisure and Comedy']","['Others', 'Home Life', 'Home Life', 'Home Life', 'Dance', 'Vlog/Insights Sharing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', nan, 'Creative Editing/Dubbing', 'Music', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Vlog/Insights Sharing', 'Others', 'Creative Editing/Dubbing']"
8,8,"['Life Sharing', 'Life Sharing', 'Others', 'Leisure and Comedy', 'Appearance', 'Others', 'Leisure and Comedy', 'Educational/Informational', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Others', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Others', 'Others', 'Life Sharing', 'Product Guide']","['Vlog/Insights Sharing', 'Home Life', 'Others', 'Satirical Parody', 'Dance', 'Others', 'Cute Pets', 'Workplace/Interpersonal Relationships', 'Vlog/Insights Sharing', 'Cute Pets', 'Satirical Parody', 'Others', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Others', 'Others', 'Vlog/Insights Sharing', 'Outfit Recommendations']"
8,9,"['Leisure and Comedy', 'Life Sharing', 'Games', 'Product Guide', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Others', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Others', 'Life Sharing', 'Plot Type']","['Satirical Parody', 'Vlog/Insights Sharing', 'Games', 'Product Review', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Others', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Others', 'Vlog/Insights Sharing', 'Animation/Anime']"
8,10,"['Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Others', 'Leisure and Comedy', 'Celebrity Entertainment', 'Life Sharing', 'Life Sharing', 'Appearance', 'Others', 'Life Sharing', 'Others', 'News and Current Events', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Celebrity Entertainment', 'Leisure and Comedy']","['Satirical Parody', 'Vlog/Insights Sharing', 'Satirical Parody', 'Vlog/Insights Sharing', 'Fitness and Beauty', 'Cute Pets', 'Satirical Parody', 'Satirical Parody', 'Others', 'Satirical Parody', 'Celebrity Entertainment', 'Vlog/Insights Sharing', 'Fitness and Beauty', 'Dance', 'Others', 'Fitness and Beauty', 'Others', 'Social and Political News', 'Fitness and Beauty', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Celebrity Entertainment', 'Satirical Parody']"
8,11,"['Leisure and Comedy', 'Others', 'Leisure and Comedy', 'Celebrity Entertainment', 'Plot Type', 'Leisure and Comedy', 'Plot Type', 'Celebrity Entertainment', 'Appearance', 'Others', 'Life Sharing', 'Leisure and Comedy', 'Others', 'Life Sharing', 'Others', 'Leisure and Comedy', 'Appearance', 'Appearance']","['Satirical Parody', 'Others', 'Satirical Parody', 'Celebrity Entertainment', 'Animation/Anime', 'Satirical Parody', 'Animation/Anime', 'Celebrity Entertainment', 'Music', 'Others', 'Vlog/Insights Sharing', 'Cute Pets', 'Others', 'Vlog/Insights Sharing', 'Others', 'Satirical Parody', 'Dance', 'Music']"
8,12,"['Others', 'Life Sharing', 'Life Sharing', 'Appearance', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Appearance', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Others', 'Life Sharing', 'Celebrity Entertainment', 'Leisure and Comedy', 'Life Sharing', 'Others', 'Others', 'Life Sharing', 'Appearance', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Celebrity Entertainment']","['Others', 'Art Creation', 'Vlog/Insights Sharing', 'Dance', 'Vlog/Insights Sharing', 'Satirical Parody', 'Food', 'Vlog/Insights Sharing', 'Music', 'Satirical Parody', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Others', 'Home Life', 'Celebrity Entertainment', 'Satirical Parody', 'Vlog/Insights Sharing', 'Others', 'Others', 'Vlog/Insights Sharing', 'Dance', 'Vlog/Insights Sharing', 'Satirical Parody', 'Vlog/Insights Sharing', 'Fitness and Beauty', 'Vlog/Insights Sharing', 'Food', 'Celebrity Entertainment']"
8,13,"['Leisure and Comedy', 'Life Sharing', 'Others', 'Life Sharing', 'Others', 'Plot Type', 'Others', 'Appearance', 'Life Sharing', 'Appearance', 'Appearance', 'Others', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Others', 'Life Sharing', 'Plot Type', 'Life Sharing', 'Life Sharing', 'Appearance', 'Life Sharing', 'Plot Type', 'Life Sharing', 'Product Guide', 'Leisure and Comedy']","['Satirical Parody', 'Vlog/Insights Sharing', 'Others', 'Vlog/Insights Sharing', 'Others', 'Animation/Anime', 'Others', 'Dance', 'Vlog/Insights Sharing', 'Dance', 'Dance', 'Others', 'Travel', 'Satirical Parody', 'Vlog/Insights Sharing', 'Others', 'Vlog/Insights Sharing', 'Animation/Anime', 'Vlog/Insights Sharing', 'Fitness and Beauty', 'Dance', 'Skill Sharing', 'Animation/Anime', 'Home Life', 'Product Review', 'Satirical Parody']"
8,14,"['Leisure and Comedy', 'Educational/Informational', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Others', 'Life Sharing', 'Plot Type', 'Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing']","['Art Creation', 'Medical Health', 'Cute Pets', 'Skill Sharing', 'Fitness and Beauty', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Fitness and Beauty', 'Satirical Parody', 'Satirical Parody', 'Others', 'Fitness and Beauty', 'Animation/Anime', 'Satirical Parody', 'Vlog/Insights Sharing', 'Street Interviews', 'Vlog/Insights Sharing']"
9,1,"['Leisure and Comedy', 'Leisure and Comedy', 'Appearance', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Appearance']","['Satirical Parody', 'Creative Editing/Dubbing', 'Music', 'Vlog/Insights Sharing', 'Satirical Parody', 'Vlog/Insights Sharing', 'Music']"
9,2,"['Leisure and Comedy', 'Life Sharing', 'Educational/Informational', 'Life Sharing', 'Life Sharing']","['Satirical Parody', 'Food', 'Popular Science', 'Home Life', 'Food']"
9,3,"['Others', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Product Guide', 'Others', 'Life Sharing', 'Others', 'Educational/Informational']","['Others', 'Vlog/Insights Sharing', 'Fitness and Beauty', 'Satirical Parody', 'Product Review', 'Others', 'Home Life', 'Others', 'Workplace/Interpersonal Relationships']"
9,4,"['Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Leisure and Comedy', 'Others', 'Product Guide']","['Skill Sharing', 'Satirical Parody', 'Satirical Parody', 'Fitness and Beauty', 'Satirical Parody', 'Vlog/Insights Sharing', 'Satirical Parody', 'Others', 'Product Review']"
9,5,"['Leisure and Comedy', 'Others', 'Life Sharing', 'Others', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy']","['Satirical Parody', 'Others', 'Home Life', 'Others', 'Vlog/Insights Sharing', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody', 'Satirical Parody']"
9,6,"['Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Leisure and Comedy', 'Others', 'Leisure and Comedy', 'Leisure and Comedy', 'Leisure and Comedy', 'Others', 'Others', 'Life Sharing', 'Leisure and Comedy', 'Others', 'Appearance']","['Travel', 'Vlog/Insights Sharing', 'Satirical Parody', 'Creative Editing/Dubbing', 'Others', 'Satirical Parody', 'Creative Editing/Dubbing', 'Satirical Parody', 'Others', 'Others', 'Satirical Parody', 'Satirical Parody', 'Others', 'Dance']"
9,7,"['Appearance', 'Leisure and Comedy', 'Leisure and Comedy', 'Appearance', 'Leisure and Comedy', 'Life Sharing']","['Music', 'Satirical Parody', 'Creative Editing/Dubbing', 'Dance', 'Satirical Parody', 'Vlog/Insights Sharing']"
9,8,"['Life Sharing', 'Life Sharing', 'Educational/Informational', 'Others', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Others', 'Leisure and Comedy', 'Leisure and Comedy', 'Appearance', 'Others', 'Life Sharing', 'Others']","['Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Workplace/Interpersonal Relationships', 'Others', 'Food', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Satirical Parody', 'Fitness and Beauty', 'Others', 'Satirical Parody', 'Satirical Parody', 'Dance', 'Others', 'Vlog/Insights Sharing', 'Others']"
9,9,"['Life Sharing', 'Leisure and Comedy', 'Appearance', 'Life Sharing', 'Others', 'Life Sharing', 'Automobiles', 'Others', 'Appearance', 'Others', 'Life Sharing']","['Home Life', 'Satirical Parody', 'Dance', 'Vlog/Insights Sharing', 'Others', 'Vlog/Insights Sharing', 'Automobiles', 'Others', 'Dance', 'Others', 'Home Life']"
9,10,"['Life Sharing', 'Leisure and Comedy', 'Others', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Appearance', 'Life Sharing']","['Vlog/Insights Sharing', 'Satirical Parody', 'Others', 'Satirical Parody', 'Vlog/Insights Sharing', 'Food', 'Dance', 'Fitness and Beauty']"
9,11,"['Leisure and Comedy', 'Others', 'Others', 'Leisure and Comedy', 'Appearance', 'Leisure and Comedy', 'Leisure and Comedy', 'Others', 'Appearance', 'Product Guide', 'Life Sharing', 'Appearance', 'Leisure and Comedy', 'Life Sharing', 'Others', 'Leisure and Comedy']","['Landscape Photography', 'Others', 'Others', 'Satirical Parody', 'Dance', 'Satirical Parody', 'Satirical Parody', 'Others', 'Music', 'Outfit Recommendations', 'Food', 'Dance', 'Satirical Parody', 'Fitness and Beauty', 'Others', 'Creative Editing/Dubbing']"
9,12,"['Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Others', 'Life Sharing', 'Life Sharing', 'Others', 'Life Sharing']","['Vlog/Insights Sharing', 'Satirical Parody', 'Vlog/Insights Sharing', 'Others', 'Home Life', 'Fitness and Beauty', 'Others', 'Food']"
9,13,"['Life Sharing', 'Life Sharing', 'Automobiles', 'Appearance', 'Appearance', 'Others', 'Life Sharing', 'Appearance', 'Leisure and Comedy', 'Leisure and Comedy', 'Appearance']","['Vlog/Insights Sharing', 'Food', 'Automobiles', 'Music', 'Music', 'Others', 'Vlog/Insights Sharing', 'Music', 'Satirical Parody', 'Satirical Parody', 'Music']"
9,14,"['Celebrity Entertainment', 'Life Sharing', 'Life Sharing', 'News and Current Events', 'Life Sharing', 'Appearance', 'Leisure and Comedy', 'Celebrity Entertainment']","['Celebrity Entertainment', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Social and Political News', 'Vlog/Insights Sharing', 'Dance', 'Satirical Parody', 'Celebrity Entertainment']"
10,1,"['Educational/Informational', 'Celebrity Entertainment', 'Life Sharing', 'Others', 'Leisure and Comedy', 'Product Guide', 'Celebrity Entertainment', 'News and Current Events', 'Life Sharing', 'Plot Type', 'Others']","['Workplace/Interpersonal Relationships', 'Celebrity Entertainment', 'Vlog/Insights Sharing', 'Others', 'Creative Editing/Dubbing', 'Product Review', 'Celebrity Entertainment', 'Social and Political News', 'Vlog/Insights Sharing', 'Movie Commentary', 'Others']"
10,2,"['Others', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Plot Type']","['Others', 'Cute Pets', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Movie Commentary']"
10,3,"['Life Sharing', 'Plot Type']","['Vlog/Insights Sharing', 'Short Skits']"
10,4,"['Leisure and Comedy', 'Leisure and Comedy', 'Sports', 'Plot Type']","['Cute Pets', 'Cute Pets', 'Sports', 'Film/Variety Editing']"
10,5,"['Life Sharing', 'Others', 'Plot Type', 'Celebrity Entertainment', 'Life Sharing', 'Life Sharing', 'Celebrity Entertainment', 'Plot Type', 'Leisure and Comedy', 'Others']","['Vlog/Insights Sharing', 'Others', 'Film/Variety Editing', 'Celebrity Entertainment', 'Fitness and Beauty', 'Food', 'Celebrity Entertainment', 'Film/Variety Editing', 'Cute Pets', 'Others']"
10,6,"['Appearance', 'Leisure and Comedy']","['Dance', 'Satirical Parody']"
10,7,"['Life Sharing', 'Others', 'Celebrity Entertainment', 'Plot Type', 'Plot Type', 'Appearance']","['Food', 'Others', 'Celebrity Entertainment', 'Film/Variety Editing', 'Film/Variety Editing', 'Dance']"
10,8,"['Life Sharing', 'Others', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Others', 'Life Sharing', 'Life Sharing', 'Appearance']","['Food', 'Others', 'Home Life', 'Home Life', 'Home Life', 'Travel', 'Skill Sharing', 'Others', 'Home Life', 'Vlog/Insights Sharing', 'Dance']"
10,9,"['Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Plot Type']","['Cute Pets', 'Vlog/Insights Sharing', 'Home Life', 'Film/Variety Editing']"
10,10,"['Others', 'Life Sharing', 'Others', 'Life Sharing', 'Educational/Informational', 'Life Sharing', 'Others', 'Celebrity Entertainment', 'Celebrity Entertainment', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy']","['Others', 'Vlog/Insights Sharing', 'Others', 'Home Life', 'Medical Health', 'Home Life', 'Others', 'Celebrity Entertainment', 'Celebrity Entertainment', 'Cute Pets', 'Home Life', 'Home Life', 'Cute Pets']"
10,11,"['Others', 'Celebrity Entertainment', 'Others', 'Others', 'Life Sharing', 'Life Sharing', 'Plot Type', 'Others', 'Life Sharing', 'Appearance', 'Appearance', 'Others', 'Life Sharing', 'Appearance', 'Leisure and Comedy', 'Educational/Informational', 'Life Sharing']","['Others', 'Celebrity Entertainment', 'Others', 'Others', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Film/Variety Editing', 'Others', 'Travel', 'Dance', 'Dance', 'Others', 'Fitness and Beauty', 'Dance', 'Landscape Photography', 'Workplace/Interpersonal Relationships', 'Skill Sharing']"
10,12,"['Others', 'Others', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Others', 'Celebrity Entertainment', 'News and Current Events']","['Others', 'Others', 'Vlog/Insights Sharing', 'Fitness and Beauty', 'Vlog/Insights Sharing', 'Others', 'Celebrity Entertainment', 'Social and Political News']"
10,13,"['Appearance', 'Appearance', 'Leisure and Comedy', 'Life Sharing', 'Others', 'Product Guide', 'Others', 'Life Sharing', 'Product Guide', 'Others', 'Others', 'Life Sharing']","['Music', 'Music', 'Cute Pets', 'Home Life', 'Others', 'Product Review', 'Others', 'Fitness and Beauty', 'Product Review', 'Others', 'Others', 'Home Life']"
10,14,"['Others', 'Educational/Informational', 'Others', 'Life Sharing', 'Life Sharing', 'Appearance', 'Appearance', 'Life Sharing', 'Others', 'Leisure and Comedy', 'Games', 'Life Sharing', 'Life Sharing', 'Life Sharing']","['Others', 'Medical Health', 'Others', 'Home Life', 'Home Life', 'Dance', 'Dance', 'Food', 'Others', 'Cute Pets', 'Games', 'Home Life', 'Home Life', 'Home Life']"
11,1,['Educational/Informational'],['Workplace/Interpersonal Relationships']
11,2,"['Educational/Informational', 'Educational/Informational', 'Appearance']","['Workplace/Interpersonal Relationships', 'Workplace/Interpersonal Relationships', 'Music']"
11,3,"['Life Sharing', 'Others', 'Others', 'Life Sharing']","['Vlog/Insights Sharing', 'Others', 'Others', 'Vlog/Insights Sharing']"
11,4,"['Life Sharing', 'Automobiles', 'Life Sharing', 'Educational/Informational', 'Life Sharing', 'Educational/Informational']","['Vlog/Insights Sharing', 'Automobiles', 'Travel', 'Popular Science', 'Vlog/Insights Sharing', 'Workplace/Interpersonal Relationships']"
11,5,"['Product Guide', 'Life Sharing', 'Life Sharing', 'Appearance']","['Product Review', 'Vlog/Insights Sharing', 'Home Life', 'Music']"
11,6,"['Educational/Informational', 'Life Sharing', 'Others']","['Workplace/Interpersonal Relationships', 'Vlog/Insights Sharing', 'Others']"
11,7,"['Leisure and Comedy', 'Others', 'Others', 'Educational/Informational', 'Others']","['Satirical Parody', 'Others', 'Others', 'Workplace/Interpersonal Relationships', 'Others']"
11,8,"['Others', 'Appearance', 'Plot Type', 'Appearance', 'News and Current Events']","['Others', 'Music', 'Film/Variety Editing', 'Dance', 'Social and Political News']"
11,9,"['Others', 'Leisure and Comedy']","['Others', 'Art Creation']"
11,10,"['Others', 'Life Sharing']","['Others', 'Vlog/Insights Sharing']"
11,11,"['Sports', 'Sports', 'Sports', 'Others', 'Others']","['Sports', 'Sports', 'Sports', 'Others', 'Others']"
11,12,"['Leisure and Comedy', 'Sports', 'Others']","['Street Interviews', 'Sports', 'Others']"
11,13,"['Educational/Informational', 'Appearance', 'Others']","['Workplace/Interpersonal Relationships', 'Dance', 'Others']"
11,14,"['Plot Type', 'Appearance', 'Product Guide', 'Life Sharing', 'Automobiles', 'Life Sharing', 'Life Sharing']","['Film/Variety Editing', 'Music', 'Product Review', 'Home Life', 'Automobiles', 'Home Life', 'Vlog/Insights Sharing']"
13,1,"['Product Guide', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Educational/Informational', 'Life Sharing', 'Life Sharing']","['Outfit Recommendations', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Street Interviews', 'Food', 'Popular Science', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing']"
13,2,"['Life Sharing', 'Appearance', 'Appearance', 'Leisure and Comedy', 'Leisure and Comedy', 'Life Sharing', 'Appearance']","['Workplace/Interpersonal Relationships', 'Music', 'Music', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Vlog/Insights Sharing', 'Music']"
13,3,"['Plot Type', 'Life Sharing', 'Plot Type', 'Plot Type', 'Leisure and Comedy']","['Short Skits', 'Home Life', 'Short Skits', 'Short Skits', 'Creative Editing/Dubbing']"
13,4,"['Leisure and Comedy', 'Life Sharing', 'Educational/Informational', 'Life Sharing', 'Life Sharing']","['Satirical Parody', 'Food', 'Workplace/Interpersonal Relationships', 'Vlog/Insights Sharing', 'Travel']"
13,5,"['Life Sharing', 'Appearance', 'Life Sharing', 'Product Guide', 'Life Sharing', 'Educational/Informational']","['Fitness and Beauty', 'Music', 'Vlog/Insights Sharing', 'Outfit Recommendations', 'Vlog/Insights Sharing', 'Workplace/Interpersonal Relationships']"
13,6,"['Appearance', 'Life Sharing', 'Leisure and Comedy', 'Product Guide', 'Life Sharing']","['Music', 'Fitness and Beauty', 'Satirical Parody', 'Product Review', 'Vlog/Insights Sharing']"
13,7,"['Others', 'Life Sharing', 'Leisure and Comedy', 'Appearance', 'Plot Type', 'Appearance', 'Plot Type', 'Plot Type', 'Plot Type', 'Appearance']","['Others', 'Travel', 'Satirical Parody', 'Music', 'Short Skits', 'Music', 'Short Skits', 'Short Skits', 'Short Skits', 'Dance']"
13,8,"['Life Sharing', 'Educational/Informational', 'News and Current Events', 'Product Guide', 'Life Sharing', 'Life Sharing', 'Life Sharing', 'Product Guide', 'Leisure and Comedy', 'Product Guide']","['Food', 'Workplace/Interpersonal Relationships', 'Social and Political News', 'Outfit Recommendations', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Product Review', 'Satirical Parody', 'Product Review']"
13,9,"['Sports', 'Life Sharing', 'Product Guide', 'Product Guide', 'Life Sharing', 'Product Guide', 'Product Guide', 'Product Guide']","['Sports', 'Food', 'Product Review', 'Product Review', 'Vlog/Insights Sharing', 'Product Review', 'Product Review', 'Product Review']"
13,10,"['Product Guide', 'Product Guide', 'Product Guide', 'Product Guide', 'Plot Type', 'Product Guide', 'Product Guide', 'Educational/Informational', 'Plot Type', 'Life Sharing', 'Plot Type', 'Life Sharing', 'Product Guide']","['Outfit Recommendations', 'Product Review', 'Product Review', 'Product Review', 'Short Skits', 'Product Review', 'Product Review', 'Workplace/Interpersonal Relationships', 'Short Skits', 'Vlog/Insights Sharing', 'Short Skits', 'Vlog/Insights Sharing', 'Product Review']"
13,11,"['Appearance', 'Product Guide', 'Product Guide', 'Educational/Informational', 'Life Sharing', 'Life Sharing', 'Product Guide', 'Product Guide', 'Celebrity Entertainment', 'Plot Type', 'Product Guide', 'Appearance']","['Music', 'Outfit Recommendations', 'Product Review', 'Workplace/Interpersonal Relationships', 'Vlog/Insights Sharing', 'Vlog/Insights Sharing', 'Product Review', 'Outfit Recommendations', 'Celebrity Entertainment', 'Film/Variety Editing', 'Product Review', 'Music']"
13,12,"['Product Guide', 'Product Guide', 'Celebrity Entertainment', 'Plot Type', 'Celebrity Entertainment', 'Plot Type', 'Appearance', 'Life Sharing']","['Product Review', 'Product Review', 'Celebrity Entertainment', 'Short Skits', 'Celebrity Entertainment', 'Film/Variety Editing', 'Music', 'Vlog/Insights Sharing']"
13,13,"['Product Guide', 'Product Guide', 'Product Guide', 'Life Sharing', 'Life Sharing', 'Product Guide', 'Leisure and Comedy', 'Celebrity Entertainment', 'Educational/Informational', 'Educational/Informational', 'Life Sharing']","['Outfit Recommendations', 'Outfit Recommendations', 'Product Review', 'Travel', 'Travel', 'Product Review', 'Creative Editing/Dubbing', 'Celebrity Entertainment', 'Workplace/Interpersonal Relationships', 'Workplace/Interpersonal Relationships', 'Travel']"
13,14,"['Educational/Informational', 'Appearance', 'Life Sharing', 'Life Sharing', 'Leisure and Comedy', 'Product Guide', 'Life Sharing', 'Educational/Informational', 'Educational/Informational', 'Life Sharing', 'Product Guide', 'Leisure and Comedy', 'Product Guide']","['Workplace/Interpersonal Relationships', 'Music', 'Travel', 'Vlog/Insights Sharing', 'Creative Editing/Dubbing', 'Product Review', 'Travel', 'Workplace/Interpersonal Relationships', 'Workplace/Interpersonal Relationships', 'Travel', 'Product Review', 'Satirical Parody', 'Product Review']"
14,1,"['Product Guide', 'News and Current Events', 'Life Sharing', 'Product Guide', 'Product Guide', 'Leisure and Comedy', 'Product Guide', 'Product Guide', 'Leisure and Comedy', 'Life Sharing', 'Plot Type', 'Product Guide']","['Product Review', 'Social and Political News', 'Vlog/Insights Sharing', 'Product Review', 'Product Review', 'Creative Editing/Dubbing', 'Product Review', 'Product Review', 'Creative Editing/Dubbing', 'Vlog/Insights Sharing', 'Movie Commentary', 'Product Review']"
14,2,"['Life Sharing', 'Leisure and Comedy', 'Life Sharing', 'Plot Type']","['Food', 'Satirical Parody', 'Vlog/Insights Sharing', 'Movie Commentary']"
14,3,"['Appearance', 'Plot Type']","['Music', 'Short Skits']"
14,4,"['Leisure and Comedy', 'Leisure and Comedy', 'Celebrity Entertainment', 'Product Guide', 'Plot Type']","['Cute Pets', 'Cute Pets', 'Celebrity Entertainment', 'Product Review', 'Movie Commentary']"
14,5,"['Life Sharing', 'Celebrity Entertainment', 'Product Guide', 'Plot Type', 'Leisure and Comedy', 'Life Sharing', 'Life Sharing', 'Appearance', 'Plot Type', 'Life Sharing', 'Life Sharing']","['Vlog/Insights Sharing', 'Celebrity Entertainment', 'Product Review', 'Film/Variety Editing', 'Creative Editing/Dubbing', 'Fitness and Beauty', 'Food', 'Music', 'Movie Commentary', 'Vlog/Insights Sharing', 'Home Life']"
