User,Video,Time,Topic,Description
27609749569,2af4a072-b843-4625-82e9-293755caafa8,22,Outfit Recommendations, Self-improvement and Career Development;  College Life;  Fashion Trends;  Fashion Show;  Social Media Screenshots;  Clothing and Fashion;  Outfit Recommendations;  Fashion Inspiration;  Social Media/Apps;  Social Media and Online Platforms;  Fashion and Clothing;  Social Media/Viral Content;  College Fashion
27609749569,2af4a072-b843-4625-82e9-293755caafa8,4,Outfit Recommendations, Captions and Hashtags;  Fashion Trends
27609749569,2af4a072-b843-4625-82e9-293755caafa8,40,Outfit Recommendations, Shopping Guides;  Style Inspiration;  Fashion Trends;  Social Interaction;  Fashion Show;  Men's Style Inspiration;  Style Guide for Men's Clothing;  Men's Style Tips;  Social Media;  Clothing Styles;  Men's Fashion;  Fashionable Men's Clothing;  Fashionable Clothing;  Workplace Culture;  Style Guide for Men's Clothing;  Fashionable Men's Clothing;  Fashionable Men's Clothing;  Fashionable Men's Clothing;  Personal Style;  Men's Style Tips;  Fashionable Outfits;  Humor;  Trendy Outfits;  Men's Trendy Outfits;  Men's Trendy Outfits;  Men's Style Inspiration;  Men's Style Inspiration;  Social Media and Online Platforms;  Men's Fashion Trends;  Street Fashion;  Men's Style Inspiration;  Campus Life;  Fashion Trends;  Style Guides;  Workplace Fashion;  Creative Editing/Dubbing;  Style Guide for Men's Clothing;  Men's Style Tips;  Style Tips;  Men's Style Tips;  Style Inspiration;  Style Guide for Men;  Fashion Tips;  Men's Trendy Outfits;  Fashionable Men's Clothing;  Wardrobe Planning;  Fashion Showcase;  Style Guide for Men's Clothing;  Style Guide for Men's Clothing;  Men's Fashion Trends;  Trendy Men's Outfits;  Men's Style Inspiration;  Men's Trendy Outfits;  Trends and Styles;  Style Guide for Men's Clothing;  Street Style;  Men's Fashion Trends;  Videos;  Social Interactions;  Campus Life;  Gadget Reviews;  Style Guide;  Fashionable Clothing for Men's Outfit;  Fashionable Men;  Men's Trendy Outfits;  Popular Science;  Men's Fashion Trends;  Men's Style Tips;  Fashionable Clothing for Men
27609749569,2af4a072-b843-4625-82e9-293755caafa8,2,Landscape Photography, Fashion Photography
27609749569,2af4a072-b843-4625-82e9-293755caafa8,6,Animation/Anime, Animation/Anime;  Relationships in the Workplace
27609749569,2af4a072-b843-4625-82e9-293755caafa8,8,Landscape Photography, Landscape Photography;  Horse/Animal Photography;  Social Interaction;  Animal Interaction
27609749569,2af4a072-b843-4625-82e9-293755caafa8,2,Short Skits, Short Skits
27609749569,2af4a072-b843-4625-82e9-293755caafa8,2,Landscape Photography, Fashion Photography
27609749569,2af4a072-b843-4625-82e9-293755caafa8,2,Social and Political News, Social Media
27609749569,2af4a072-b843-4625-82e9-293755caafa8,2,Outfit Recommendations, Fashion Styles
27609749569,2af4a072-b843-4625-82e9-293755caafa8,14,Workplace/Interpersonal Relationships, Office Environment;  Campus Life;  Productivity;  Kitchen Gadgets and Appliances;  Workplace Culture
27609749569,2af4a072-b843-4625-82e9-293755caafa8,2,Education and Campus, Campus Life
27609749569,2af4a072-b843-4625-82e9-293755caafa8,4,Fitness and Beauty, Fashion Trends;  Fashion Videos;  Food Videos
27609749569,2af4a072-b843-4625-82e9-293755caafa8,16,Social and Political News, Social Media;  Street Style;  Social Media/Networking;  Social Media/Viral Content;  Social Media/Video Platforms;  Social Media;  Product Review;  Social Media;  Celebrities and Their Lives;  Clothing Styles/Accessories
27609749569,2af4a072-b843-4625-82e9-293755caafa8,4,Social and Political News, Fashion Inspiration;  Dress Codes and Fashion;  Social Media Relationships
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,6,Celebrity Entertainment, First Blind Date;  Fashion Trends
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,14,Medical Health, Medical Health;  Gadgets and Accessories;  Technology News;  Fashion Photography;  Technology for Babies;  Photography;  Technology Reviews;  Baby at Workplace/Interpersonal Relationships
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,2,Technology, Technology in Use
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,6,Outfit Recommendations, Outfit Recommendations;  Interpersonal Relationships in a Car;  Mobile Phones
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,12,Outfit Recommendations, Fashion Trends;  Fashion and Beauty;  Workplace/Interpersonal Relationships;  Hairdryers and Styling Tools;  Workplace Culture;  Gadgets
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,20,Fitness and Beauty, Medical Health;  Fashion Inspiration;  Social Media;  Product Review/Recommendation;  Health and Wellness;  Product Review;  Product Showcase;  Fashion Inspiration;  Technology in Daily Life;  Social Media Dating;  Social Media Interaction;  Technology and Relationships
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,8,Outfit Recommendations, Nails;  Gadgets and Accessories;  Personal Appearance;  Technology Accessories
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,4,Product Review, Product Review/Recommendation;  Product Review/Recommendation;  Electronic Devices
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,8,Satirical Parody, Satirical Parody;  Fashion Inspiration;  Campus Life;  Beauty
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,10,Outfit Recommendations, Hair and Beauty;  Hair and Beauty;  Outfit Recommendations;  Hair Care;  Beauty and Grooming
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,10,Fitness and Beauty, Medical Health;  Beauty and Personal Care;  Beauty and Grooming;  Beauty and Personal Care;  Self-Care
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,20,Fitness and Beauty, Beauty Treatments;  Spa and Beauty;  Relaxation;  Relaxation/Leisure;  Beauty Treatments;  Landmarks and Attractions;  Health and Wellness;  Beauty and Grooming;  Health and Wellness;  Beauty Services;  Self-Care
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,6,Medical Health, Professional Development;  Medical Health;  Fashion Accessories
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,14,Fitness and Beauty, Beauty and Grooming;  Beauty and Grooming;  Workplace Culture;  Hairdressing;  Beauty/Grooming;  Fashion Inspiration;  Beauty and Grooming
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,4,Medical Health, Medical Procedures;  Medical Health
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,16,Outfit Recommendations, Outfit Recommendations;  Gadgets and Accessories;  Study Tips;  Personal Hygiene;  Technology in Daily Life;  Personal Productivity and Time Management;  Gadgets;  Self-Care
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,20,Outfit Recommendations, Product Review;  Medical Health;  Medical Health;  Short Skits;  Campus Life;  Popular Science;  Skill Sharing;  Face Masks;  Study Tips and Advice;  Gadgets;  Personal Protective Equipment (PPE)
27609749569,3937a678-a8fa-43d9-96c5-a2a592165fca,2,Fitness and Beauty, Beauty and Grooming
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,4,Education and Campus, Student Life;  Workplace Technology
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,2,Technology, Technology News and Trends
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,2,Outfit Recommendations, Outfit Recommendations
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,2,Others, Others
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,2,Workplace/Interpersonal Relationships, Workplace Culture
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,2,Popular Science, Scientific Discoveries
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,2,Satirical Parody, Satirical Parody
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,2,Outfit Recommendations, Men's Fashion
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,2,Outfit Recommendations, Outfit Recommendations
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,10,Outfit Recommendations, Short Skits;  Social Media/Viral Videos;  Social Media and Video Platforms;  Social Media;  Outfit Recommendations;  Personal Branding
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,2,Satirical Parody, Humorous Videos
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,4,Outfit Recommendations, Men's Fashion;  Fashion Outfit Ideas
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,2,Dance, Dance
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,4,Dance, Dance Performance;  Dance Performance
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,8,Street Interviews, People;  Street Interviews;  Fashion Photography;  Campus Life
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,8,Satirical Parody, Dance Performance;  Music;  Satirical Parody;  Dance Performance
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,4,Street Interviews, Video Calls;  Communication
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,16,Outfit Recommendations, Gadget Photography;  Portraits/Individuals;  Fashion Photography;  Gadgets;  Nutrition;  Office Work;  Product Photography;  Product Review
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,10,Outfit Recommendations, Fashion Advice;  Product Review;  Product Comparison;  Mobile Phones;  Gadgets/Smartphone Reviews
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,10,Education and Campus, Campus Life;  Popular Science;  Fashion Photography;  Education and Campus Lifestyle;  Study/Campus Life
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,20,Outfit Recommendations, Conflict Resolution;  Office Culture;  Fashion Trends;  Workplace Culture;  Fashion Clothing;  Conflict Resolution;  Outfit Recommendations;  Misadventures or Experiences;  Popular Science;  Science and Technology;  Gadget/Device Review;  Gadgets;  Editing Styles
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,40,Outfit Recommendations, Fashion Photography;  Electronic Devices;  Gadgets and Electronics;  Fashion Trends;  Product Review;  Electronics;  Technology Devices;  Learning Materials;  Campus Life;  Fashion Inspiration;  Photography Equipment;  Popular Science;  Fashion Inspiration;  Workplace Culture;  Fashion Photography;  Text-to-Speech;  Campus Life;  Productivity and Time Management
27609749569,eb30996c-91b8-4039-b6ad-29704678a4df,24,Satirical Parody, College Life;  Fashion Trends;  Caption Writing;  Relationships with Coworkers;  Gadget Reviews;  Popular Science;  Fashion Inspiration;  Fashion Photography;  Product Features;  Gadgets;  Cute Pets;  Street Interviews;  Satirical Parody
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,10,Celebrity Entertainment, Product Review;  Social Media Management;  Career Development;  Celebrity Entertainment;  Fashion Trend;  Social Media
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,2,Popular Science, Popular Science
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,2,Outfit Recommendations, Fashion Trends
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,4,Workplace/Interpersonal Relationships, Self-improvement/Personal Development;  Office Space and Furniture
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,2,Technology, Science and Technology
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,4,Art Creation, Fashion/Style;  Selfies and Self-Portraits
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,16,Dance, Dance;  Dance at a Wedding;  Dance;  Social Events;  Camera;  Art Creation;  Camera;  Social Events;  Product Satire;  Dance Performance
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,10,Social and Political News, Mobile Technology;  Social Media/Viral Content;  Social Media;  Social Media/Viral Videos;  Fashion Accessories;  Social Media and Online Communities
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,2,Technology, Gadgets and Accessories
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,8,Outfit Recommendations, Graduation Gowns with Technology;  Professional Appearance;  Parenting and Family Life;  Popular Science;  Fashionable Graduation Gowns;  Fashion Pairings
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,6,Street Interviews, Fashion Photography;  Street Interviews;  Art Creation;  Others;  Others
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,12,Satirical Parody, Medical Health;  Satirical Parody;  Travel;  Learning Resources;  Current Events;  Study Tips and Strategies;  Dance Moves;  Study Tips;  Fashion Inspiration;  Product Review;  Social Issues;  Creative Editing/Dubbing
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,2,Product Review, Product Review
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,6,Satirical Parody, College Life;  Satirical Parody;  Fashion Show
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,14,Outfit Recommendations, Fashion Trends;  Photography Equipment;  Workplace Fashion;  Film Analysis;  Student Life;  Fashion and Style
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,20,Outfit Recommendations, Workplace Culture and Environment;  Office Culture;  Fashion Trends;  Clothing;  Fashion Inspiration;  Fashion Photography;  Fashion Tips;  Outfit Recommendations
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,20,Workplace/Interpersonal Relationships, Workplace Culture;  Art Creation;  Lifestyle on Campus;  Fashion Accessories;  Interpersonal Skills;  Fashion Photography;  Head Scarves;  Vlog/Insights Sharing;  Fashion Photography
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,12,Popular Science, Popular Science;  Gadgets;  Fashion Accessories
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,8,Workplace/Interpersonal Relationships, Business Casual Attire;  Business Casual;  Automobiles;  Business/Corporate Culture
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,4,Workplace/Interpersonal Relationships, Workplace/Interpersonal Relationships in a Car;  Business Portraits
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,16,Technology, Video Technology;  Campus Life;  Automotive Technology;  Car Finance;  Automotive Technology;  Car Dressing
27609749569,dcd78787-d945-4523-98e0-7341e8acabca,2,Popular Science, Popular Science
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,6,Education and Campus, Student Life;  Phone Screenshots
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,2,Workplace/Interpersonal Relationships, Social Media/Online Interactions
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,2,Automobiles, Car Accident Parody;  Conflict Resolution
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,4,Art Creation, Photography;  Fashion Showcase;  Scientific Breakdown
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,6,Cute Pets, Educational Media;  Animals and Technology;  Pets
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,20,Cute Pets, Pet Therapy;  Social Interaction;  Product Review;  Campus Life;  Product Showcase;  Fashion Inspiration;  Animal Behavior and Training;  Fashion Photography;  Campus Life;  Pet Care;  Pet Health;  Lifestyle on Campus;  Product Photography
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,2,Cute Pets, Animal Behavior
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,4,Outfit Recommendations, Clothing;  Office Environment;  Clothing Store Scene
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,8,Popular Science, Office Settings;  College Life;  Science Experiment;  Fashion Trends
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,4,Social and Political News, Social Media Platforms;  Social Media and Entertainment;  Social Media/Networking
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,2,Product Review, Product Demonstration
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,20,Outfit Recommendations, Medical Health;  Social Media Etiquette;  Personal Style;  Clothing Accessories;  Fashion Show;  Gadget Reviews;  Social Media Platforms;  Fashion Accessories;  Product Review/Recommendation;  Gadgets;  Mobile Technology
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,6,Outfit Recommendations, Tutorials/How-to Videos;  Fashion Accessories;  Technology in the Workplace
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,2,Fitness and Beauty, Beauty and Fashion
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,8,Workplace/Interpersonal Relationships, Social Media;  Social Media in the Workplace;  Personal Experiences and Insights;  Social Media
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,4,Outfit Recommendations, Fashion and Style;  Social Media
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,6,Social and Political News, Innovation/Innovation;  Social Issues;  Entertainment/Media;  Social Media
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,14,Cute Pets, Animal Therapy;  Workplace Dynamics;  Fashion Trends;  Street Fashion;  Stress Management;  Outfit Recommendations;  Product Recommendations;  Dogs and Technology;  Pet Fashion
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,20,Workplace/Interpersonal Relationships, Relationships with Children;  Learning Tools;  Relationships with Others;  Electronics;  Outfit Recommendations;  Office Environment;  Electronic Devices;  Workplace Culture;  Vlog/Insights Sharing;  Campus Life;  Mobile Technology
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,6,Technology, Productivity;  Technology in Daily Life
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,2,Workplace/Interpersonal Relationships, Co-Workers
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,4,Workplace/Interpersonal Relationships, Office Culture;  Workplace Culture
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,4,Technology, Gadgets;  Productivity/Productivity Tools
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,4,Education and Campus, Student Life;  Fashion/Personal Appearance
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,2,Medical Health, Medical Health
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,8,Education and Campus, Campus Life;  Humor;  Technology Review;  Human Interest
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,8,Fitness and Beauty, Physical Activities;  Physical Activities;  Lifestyle and Hobbies;  Office Lifestyle
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,2,Workplace/Interpersonal Relationships, Office Life
27626715759,3e63ce3e-df42-427f-a655-6c278518e985,2,Social and Political News, Social Media
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Technology, Mobile Applications
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Technology, Technology Brands
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,6,Medical Health, Medical Health;  Productivity
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Outfit Recommendations, Outfit Recommendations
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Music, Headphones
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Outfit Recommendations, Fashion on the Go
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,4,Landscape Photography, Fashion Photography;  Food;  Productivity and Time Management
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,4,Outfit Recommendations, Workplace Fashion;  Study Tips
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,16,Satirical Parody, Office Culture;  Medical Health;  Fashion Trends;  Technology Review;  Career Development;  Art Creation;  Fashion Talk;  Workplace Culture;  Satirical Parody
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,20,Satirical Parody, Medical Health;  Street Interviews;  Fashion Trends;  Fashion Inspiration;  Fitness and Beauty;  Lifestyle Vlogs;  People in the Workplace;  Technology News;  Fashion Inspiration;  Gadget Photography;  Photography;  Self-improvement;  Workplace Culture;  Fashion and Style;  Satirical Parody
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,14,Satirical Parody, College Life;  Automotive Technology;  Popular Science;  Cars and Transportation;  Fashion Inspiration;  Automotive Technology;  Satirical Parody
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,6,Medical Health, Video Calls;  Medical Health;  Virtual Meetings
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Outfit Recommendations, Clothing and Appearance
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,10,Outfit Recommendations, Fashion Photography;  Nonverbal Communication;  Nonverbal Communication;  Gadget Photography;  Personal Appearance
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,4,Landscape Photography, Photography;  Photography
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Technology, Gadgets
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Landscape Photography, Fashion Inspiration;  Fashion Photography
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,4,Landscape Photography, Fashion Photography;  Food
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Technology, Office Supplies
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Medical Health, Medical Health
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Outfit Recommendations, Fashion Trends
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,26,Creative Editing/Dubbing, Visual Art;  Office Decor;  Fashion Trends;  Gadgets;  Photography;  Creative Editing/Dubbing;  Animation/Anime;  Productivity;  Home Decor;  Technology Overview;  Product Photography;  Office Decor
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Technology, Mobile Phones
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Workplace/Interpersonal Relationships, Office Culture
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,8,Popular Science, Popular Science;  Fashion Accessories;  Fashion Photography
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,8,Landscape Photography, Fashion Photography;  Photography;  Campus Life
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Finance, Productivity
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Education and Campus, Campus Life
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Technology, Smartphone Review
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,22,Technology, Mobile Phones;  Mobile Devices;  Animation/Anime Production;  Technology;  Popular Science;  Pet Photography;  Product Review;  Mobile Phones;  Technology;  Product Features;  Mobile Technology; n/a
27626715759,abf008be-7b1b-4042-84df-cea0b81fc8d8,2,Popular Science, Popular Science
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,4,Medical Health, Technology;  Medical Health
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Social and Political News, Social Media/Viral Videos
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Workplace/Interpersonal Relationships, Social Interaction
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Others,
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Outfit Recommendations, Clothing and Apparel
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Movie Commentary, Video Calls
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Outfit Recommendations, Outfit Recommendations
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Landscape Photography, Fashion Photography;  Landscapes
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Education and Campus, Child Education
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,4,Social and Political News, Educational/Informational;  Social Media Interactions
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,16,Medical Health, Medical Health;  Education and Campus;  Outfit Recommendations;  Parenting/Family Life;  Family-Friendly Workplace;  Social Media;  Outdoor Activities
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,4,Medical Health, Medical Health;  Dirt Bikes and Clothing
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,4,Vlog/Insights Sharing, Childcare and Education;  Vlog/Insights Sharing
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Technology, Gadgets and Toys
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Workplace/Interpersonal Relationships, Relationships with Children
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Home Life, Family and Work Life
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,6,Celebrity Entertainment, Family and Kids;  Parent-Child Relationships;  Clothing for Kids;  Children's Entertainment
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Outfit Recommendations, Clothing Styling
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,4,Outfit Recommendations, Fashion Photography;  Gadgets and Accessories
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Popular Science, Popular Science
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Food, Food
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,8,Vlog/Insights Sharing, Vlog/Insights Sharing;  Food;  Food and Snacks
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Outfit Recommendations, Fashion Tips and Trends
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Fitness and Beauty, Beauty and Fashion Tips
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,6,Outfit Recommendations, Nail Art;  Beauty and Fashion;  Gadgets;  Gadgets and Accessories
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Technology, Electronic Devices
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Outfit Recommendations, Fashion Inspiration
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,8,Outfit Recommendations, Beauty and Fashion Tips;  Nail Art Ideas;  Beauty and Style;  Nails Art
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,12,Satirical Parody, Medical Health;  Outfit Recommendations;  Gadgets and Accessories;  Product Photography;  Gadgets;  Satirical Parody
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,8,Medical Health, Sleep Aids;  Medical Health;  Sleep Technology;  Sleeping Habits
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,14,Food, Medical Health;  Team Building;  Food;  Avocado;  Fruit;  Food Preparation;  Food Photography
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,4,Animation/Anime, Office Culture;  Food/Drink;  Animation/Anime
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,12,Food, Food Preparation;  Food Hacks;  Food;  Fashion Photography;  Office Life/Productivity;  Nutrition and Dieting
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,10,Medical Health, Medical Health;  Food and Drink;  Food;  Workplace Culture;  Clothing and Accessories
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Landscape Photography, Photography Equipment
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,6,Street Interviews, Street Interviews;  Office Environment;  Outfit Recommendations
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,4,Outfit Recommendations, Fashion Photography;  Gadgets;  Skit Showcase
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Workplace/Interpersonal Relationships, Social Interaction
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,2,Workplace/Interpersonal Relationships, Office Dynamics
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,4,Cute Pets, Popular Science;  Pet Photography
27626715759,cfa8d9a0-5a7d-4000-a873-8305541644a6,4,Satirical Parody, Pet Dance;  Satirical Parody
27626715759,68425c6d-7a51-4c84-94c4-98fccfbf6a60,12,Popular Science, Family Dynamics;  Pet Videos;  Mobile Devices;  Popular Science;  Fashion Photography;  Family/Friends
27626715759,68425c6d-7a51-4c84-94c4-98fccfbf6a60,8,Technology, Learning and Education;  Baby Technology;  Fashion Trends;  Human-Computer Interaction
27626715759,68425c6d-7a51-4c84-94c4-98fccfbf6a60,12,Workplace/Interpersonal Relationships, Personal Experience and Story Sharing;  Clothing;  Baby/Childhood Moments;  Family Life and Relationships;  Video
27626715759,68425c6d-7a51-4c84-94c4-98fccfbf6a60,4,Vlog/Insights Sharing, Vlog/Insights Sharing;  Fashion Inspiration
27626715759,68425c6d-7a51-4c84-94c4-98fccfbf6a60,2,Education and Campus, Educational/Informational
27626715759,68425c6d-7a51-4c84-94c4-98fccfbf6a60,2,Home Life, Home Decor
27626715759,68425c6d-7a51-4c84-94c4-98fccfbf6a60,8,Workplace/Interpersonal Relationships, Workplace Culture;  Parenting and Family;  Vlog/Insights Sharing;  Street Interviews
27626715759,68425c6d-7a51-4c84-94c4-98fccfbf6a60,2,Food, Food/Snacks
